Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,return,log return
8-Jun-18,166,169.15,165.8,168.3,167.373472,122708,900,20538064,28234,23.01,3.35,2.3,0.004776119,0.002069305
11-Jun-18,169,170.3,167.35,167.75,168.9639305,141560,1088,23918534,58614,41.41,2.95,-1.25,-0.003267974,-0.001421587
12-Jun-18,167.85,169.5,166.9,167.5,167.7798673,1758026,2119,294961369,1483123,84.36,2.6,-0.35,-0.001490313,-0.000647717
13-Jun-18,167.5,169.3,165.2,165.8,167.0647879,187288,1230,31289230,66738,35.63,4.1,-1.7,-0.010149254,-0.004430285
14-Jun-18,165,168.1,164.55,167.7,166.6076824,213656,1502,35596731,95755,44.82,3.55,2.7,0.01145959,0.004948536
15-Jun-18,167.6,168.9,165,165.3,166.7881776,116305,1055,19398299,48757,41.92,3.9,-2.3,-0.01431127,-0.006260209
18-Jun-18,164.25,166.1,163.6,164.25,164.7216047,127204,993,20953247,53775,42.27,2.5,0,-0.006352087,-0.002767475
19-Jun-18,163.5,164.25,160.6,162.55,162.0150015,208046,1282,33706573,88141,42.37,3.65,-0.95,-0.010350076,-0.004518404
20-Jun-18,162.6,164.3,161.55,163.4,163.0189708,242161,1334,39476837,60425,24.95,2.75,0.8,0.00522916,0.002265078
21-Jun-18,163.8,166.5,160.7,161.05,162.3941545,373998,1803,60735089,66727,17.84,5.8,-2.75,-0.014381885,-0.006291323
22-Jun-18,161.05,161.95,159,161.7,160.3353969,296085,1490,47472906,70448,23.79,2.95,0.65,0.004036014,0.001749291
25-Jun-18,161.7,161.7,156.3,156.8,157.8298654,313487,2231,49477611,164936,52.61,5.4,-4.9,-0.03030303,-0.013363962
26-Jun-18,155.6,157.9,155.05,155.75,156.3549489,252025,1552,39405356,117996,46.82,2.85,0.15,-0.006696429,-0.002918003
27-Jun-18,155.9,156.4,150.7,152.35,152.7729411,237608,2041,36300073,91825,38.65,5.7,-3.55,-0.021829856,-0.009585597
28-Jun-18,152,154.9,147.75,148.75,151.0073124,297988,2017,44998367,108980,36.57,7.15,-3.25,-0.0236298,-0.010385484
29-Jun-18,149.2,152.95,149.2,151.45,150.2356527,5605406,3120,842131829,4913671,87.66,3.75,2.25,0.018151261,0.007812303
2-Jul-18,150.25,152.4,144.7,146.85,147.1292823,412137,2851,60637421,137992,33.48,7.7,-3.4,-0.03037306,-0.013395327
3-Jul-18,146.55,148.75,145,147.65,147.2842993,221601,1300,32638348,75853,34.23,3.75,1.1,0.005447736,0.0023595
4-Jul-18,147.1,148.5,146.5,147.1,147.3441792,196296,1325,28923073,76245,38.84,2,0,-0.003725025,-0.001620779
5-Jul-18,146.2,149.4,145.7,146.4,147.5140167,327466,3024,48305825,100797,30.78,3.7,0.2,-0.004758668,-0.002071596
6-Jul-18,145,151.95,145,150.05,149.2682156,380209,2004,56753119,82228,21.63,6.95,5.05,0.024931694,0.010694923
9-Jul-18,150.45,151.95,148.95,150.5,150.2685595,273660,1453,41122494,90780,33.17,3,0.05,0.002999,0.0013005
10-Jul-18,151,155.65,150.85,155.35,153.7058174,328738,2249,50528943,95020,28.9,4.8,4.35,0.032225914,0.013774758
11-Jul-18,156,156,152.3,154,153.6635955,247901,1311,38093359,93655,37.78,3.7,-2,-0.008690055,-0.003790537
12-Jul-18,155.05,158.75,152.3,153.05,155.9162846,451243,2585,70356132,112968,25.03,6.45,-2,-0.006168831,-0.002687387
13-Jul-18,156.25,156.25,146.55,147.6,148.927099,406373,2221,60519952,122165,30.06,9.7,-8.65,-0.035609278,-0.015746976
16-Jul-18,147.95,148,140.6,141.6,143.1247334,516742,3332,73958561,164757,31.88,7.4,-6.35,-0.040650407,-0.018023104
17-Jul-18,141.95,148.05,141.75,147.1,145.6598182,374247,2338,54512750,94766,25.32,6.3,5.15,0.038841808,0.016549419
18-Jul-18,148.05,153.1,145.8,151.35,150.4228102,694638,4112,104489400,145420,20.93,7.3,3.3,0.02889191,0.012369753
19-Jul-18,153,153,148.4,151,150.6275504,342637,2197,51610572,59294,17.31,4.6,-2,-0.002312521,-0.001005478
20-Jul-18,152.5,156.4,151,155.3,154.1228878,564466,3239,86997130,188332,33.36,5.4,2.8,0.028476821,0.012194508
23-Jul-18,158,172,156.7,170.75,166.0291838,1653039,11735,274452716,347228,21.01,15.3,12.75,0.099484868,0.041189257
24-Jul-18,173.5,184.9,171.85,178.8,179.9638088,1974736,15144,355381012,339396,17.19,13.05,5.3,0.047144949,0.020006802
25-Jul-18,178.35,185.25,177.15,184.05,182.5955334,1155146,7052,210924500,206545,17.88,8.1,5.7,0.029362416,0.012568307
26-Jul-18,184.05,185.45,176.7,178.25,179.9699955,600676,3630,108103657,119238,19.85,8.75,-5.8,-0.031513176,-0.013906283
27-Jul-18,180,180.45,174.9,177.45,177.1892699,591325,3856,104776445,104295,17.64,5.55,-2.55,-0.004488079,-0.001953535
30-Jul-18,177.1,180.1,175.4,178.35,177.9269612,543218,3435,96653128,143889,26.49,4.7,1.25,0.005071851,0.00219711
31-Jul-18,177,178,173.8,175.8,175.5471348,313972,2301,55116885,60352,19.22,4.2,-1.2,-0.014297729,-0.006254243
1-Aug-18,177.8,178.6,174.8,176.15,176.4114223,425028,2769,74979794,117602,27.67,3.8,-1.65,0.001990899,0.000863777
2-Aug-18,177.65,177.65,172.65,175.25,174.855581,379036,2783,66276560,78379,20.68,5,-2.4,-0.005109282,-0.002224621
3-Aug-18,176.75,183.6,175.85,181,181.2044293,841988,6311,152571955,196279,23.31,7.75,4.25,0.032810271,0.014020548
6-Aug-18,183.4,183.55,179.1,179.9,180.8840657,451247,2876,81623392,141659,31.39,4.45,-3.5,-0.006077348,-0.002647412
7-Aug-18,181.7,181.7,175.15,176.4,177.083638,389010,2471,68887306,114365,29.4,6.55,-5.3,-0.019455253,-0.008532583
8-Aug-18,177.9,179.2,174.2,174.8,176.3833507,277730,2055,48986948,67271,24.22,5,-3.1,-0.009070295,-0.003957152
9-Aug-18,175.7,182.5,175.5,180.75,180.2724892,649567,4533,117099060,180012,27.71,7,5.05,0.034038902,0.014536878
10-Aug-18,181.1,182,176.9,177.3,179.2446359,425886,2745,76337781,166160,39.02,5.1,-3.8,-0.019087137,-0.00836957
13-Aug-18,176.5,177.4,173.3,174.55,175.0406997,344106,2674,60232555,95512,27.76,4.1,-1.95,-0.015510434,-0.006788882
14-Aug-18,174.5,180.55,174.35,179.05,177.5044593,379543,3209,67370575,97306,25.64,6.2,4.55,0.025780579,0.011054472
16-Aug-18,178.8,178.8,174.95,176.25,176.3213144,308097,2714,54324068,72008,23.37,3.85,-2.55,-0.01563809,-0.0068452
17-Aug-18,177.9,182.7,176.9,181.65,180.2733656,608544,3548,109704275,146313,24.04,5.8,3.75,0.030638298,0.013106277
20-Aug-18,184.55,189.55,184.05,186.3,187.3038583,1222685,8645,229013618,347411,28.41,5.5,1.75,0.025598679,0.010977453
21-Aug-18,188.15,188.8,185.2,186.3,186.6853969,533577,2771,99611034,153402,28.75,3.6,-1.85,0,0
23-Aug-18,186.5,188,183,184.4,184.8057859,499768,2453,92360018,124624,24.94,5,-2.1,-0.010198604,-0.004451938
24-Aug-18,184.9,186.15,179.2,180.65,181.618401,621891,4006,112946849,152822,24.57,6.95,-4.25,-0.020336226,-0.008922951
27-Aug-18,181.25,183.6,180.4,180.9,181.5897407,404844,2362,73515517,122402,30.23,3.2,-0.35,0.001383892,0.000600601
28-Aug-18,181.25,184.4,180.6,183.9,182.9000385,415230,2578,75945583,111787,26.92,3.8,2.65,0.016583748,0.007143162
29-Aug-18,184.5,189.2,183.3,185.45,187.0170888,855296,5629,159954968,187157,21.88,5.9,0.95,0.008428494,0.003645108
30-Aug-18,186,186.95,182.9,183.85,184.3125379,350012,1963,64511600,91466,26.13,4.05,-2.15,-0.008627662,-0.003763203
31-Aug-18,184,186.35,180.5,181.85,182.6518134,535414,2787,97794338,129331,24.16,5.85,-2.15,-0.010878434,-0.004750329
3-Sep-18,186.3,186.3,179.15,180.1,182.1912456,425594,2608,77539501,93623,22,7.15,-6.2,-0.009623316,-0.004199593
4-Sep-18,180.2,180.25,167.5,169.15,172.7614109,1246063,10679,215271602,410346,32.93,12.75,-11.05,-0.060799556,-0.027241711
5-Sep-18,168.85,171.4,162.5,165.45,166.2972665,930495,5859,154738775,209641,22.53,8.9,-3.4,-0.021874076,-0.009605231
6-Sep-18,168,169.2,162.95,164.45,164.725079,1986880,6667,327288965,1413048,71.12,6.25,-3.55,-0.006044122,-0.002632894
7-Sep-18,165.1,169.35,160.1,167.95,164.7694585,869570,7334,143278578,181609,20.88,9.25,2.85,0.021283065,0.00914613
10-Sep-18,168,168,160.25,161.35,162.7699039,735836,9104,119771955,271208,36.86,7.75,-6.65,-0.03929741,-0.017411038
11-Sep-18,163,163.3,156.15,156.95,159.6400938,1077064,6894,171942598,285418,26.5,7.15,-6.05,-0.02726991,-0.01200765
12-Sep-18,157.2,157.6,151.75,155.85,154.9662971,1225562,7327,189920805,320258,26.13,5.85,-1.35,-0.007008601,-0.003054513
14-Sep-18,157.5,162.45,156.85,161.05,159.7484372,850086,4311,135799910,193658,22.78,5.6,3.55,0.033365415,0.014253923
17-Sep-18,160,160,155.25,156.05,156.8251187,986469,4449,154703118,429015,43.49,4.75,-3.95,-0.031046259,-0.013696956
18-Sep-18,155.2,157.2,150.2,150.7,152.8635805,1097776,6519,167809970,354965,32.33,7,-4.5,-0.034283883,-0.015150521
19-Sep-18,152,152.3,144.6,146.1,147.5655014,1372269,6339,202499563,412706,30.07,7.7,-5.9,-0.03052422,-0.013463036
21-Sep-18,147.9,151.25,122,140.1,139.3341294,3148265,17993,438660763,620845,19.72,29.25,-7.8,-0.041067762,-0.018212081
24-Sep-18,143.15,145,127.9,130.05,132.5251421,2674897,15655,354491105,633334,23.68,17.1,-13.1,-0.071734475,-0.032327779
25-Sep-18,130.4,134.25,120.8,132.4,127.1943515,3223237,18965,409977540,616202,19.12,13.45,2,0.018069973,0.007777629
26-Sep-18,133.9,136.75,129.4,132.15,132.4729874,1607121,8531,212900120,343619,21.38,7.35,-1.75,-0.001888218,-0.000820818
27-Sep-18,132.6,133.15,124.15,125.35,127.4075746,1391220,9113,177251966,396139,28.47,9,-7.25,-0.051456678,-0.022942829
28-Sep-18,126.25,130.9,121.25,129.5,126.2924396,2988733,11008,377454382,1297279,43.41,9.65,3.25,0.0331073,0.01414543
1-Oct-18,130,131.5,123.5,131.05,127.6335489,2003214,10363,255677312,467584,23.34,8,1.05,0.011969112,0.005167257
3-Oct-18,130,133.15,127.8,128.45,130.5147623,1625795,9764,212190248,334564,20.58,5.35,-1.55,-0.019839756,-0.008702917
4-Oct-18,126.25,129.4,123.7,126.2,126.2573327,1501488,8657,189573870,260112,17.32,5.7,-0.05,-0.017516543,-0.007674754
5-Oct-18,125.35,128,115.65,119.85,122.752137,1729613,9841,212313692,381415,22.05,12.35,-5.5,-0.050316957,-0.022421317
8-Oct-18,118,123.95,115,118.85,119.726116,3233153,12612,387092851,1036434,32.06,8.95,0.85,-0.008343763,-0.003638852
9-Oct-18,120,126.6,119.3,123.95,122.0893119,2005410,8912,244839127,375736,18.74,7.3,3.95,0.042911233,0.018247345
10-Oct-18,125.5,135.65,125.45,134.1,131.9991281,2332712,16977,307915950,356011,15.26,10.2,8.6,0.081887858,0.034182247
11-Oct-18,129.2,132.7,122.1,128.1,128.391147,2089299,11126,268247495,225083,10.77,10.6,-1.1,-0.044742729,-0.019879648
12-Oct-18,132,136.3,130.85,133.2,134.0012303,1274440,6504,170776528,176370,13.84,5.45,1.2,0.039812646,0.016955095
15-Oct-18,133.5,135,128.75,130.75,130.7224402,873520,11936,114188666,164043,18.78,6.25,-2.75,-0.018393393,-0.008062527
16-Oct-18,131.7,133.2,129.5,131.45,131.3070313,950027,4709,124745225,190431,20.04,3.7,-0.25,0.005353728,0.002318893
17-Oct-18,133.05,134,119.45,120.9,125.5026442,2048222,11754,257057277,593974,29,14.55,-12.15,-0.080258653,-0.03633429
19-Oct-18,119.5,126.6,117.3,118.85,121.4062735,3233654,14206,392585882,536880,16.6,9.3,-0.65,-0.016956162,-0.007427115
22-Oct-18,120.9,123.9,119.2,121.55,121.6169641,1712197,6595,208232201,435050,25.41,4.7,0.65,0.022717711,0.009755777
23-Oct-18,120.9,124.75,120.2,122.2,121.9462933,1351396,5078,164797733,380348,28.14,4.55,1.3,0.005347594,0.002316243
24-Oct-18,124.85,127.45,121.7,126.6,124.8418198,1758343,9319,219514740,314583,17.89,5.75,1.75,0.036006547,0.0153625
25-Oct-18,114.9,122.25,111.2,116.95,117.9087813,3311085,18836,390405997,563531,17.02,11.05,2.05,-0.076224329,-0.03443348
26-Oct-18,119.1,120,115.75,117.65,118.0584034,1910164,8547,225510912,719910,37.69,4.25,-1.45,0.005985464,0.002591705
29-Oct-18,119.8,122.7,116.4,122.2,120.3447292,1011797,5939,121764436,182150,18,6.3,2.4,0.038674033,0.016479274
30-Oct-18,122.2,126.1,121.35,123.85,124.6160633,932414,6583,116193762,169614,18.19,4.75,1.65,0.013502455,0.005824805
31-Oct-18,125,128.55,123.25,127.6,126.4100463,1600512,7640,202320796,399542,24.96,5.3,2.6,0.030278563,0.012954663
1-Nov-18,129.85,136.65,127.95,135.6,132.9794686,1683761,10188,223905643,363093,21.56,8.7,5.75,0.062695925,0.026409015
2-Nov-18,137.95,138.35,133.1,133.85,135.7148509,2404844,8189,326373045,1465133,60.92,5.25,-4.1,-0.012905605,-0.005641314
5-Nov-18,135,138.7,132.75,134.95,135.5642951,1296281,6601,175729420,320461,24.72,5.95,-0.05,0.008218155,0.003554513
6-Nov-18,137.7,137.75,134.35,134.95,135.5597831,475109,2357,64405673,93866,19.76,3.4,-2.75,0,0
7-Nov-18,137.5,137.5,135.8,136.35,136.2514136,130522,1470,17783807,92746,71.06,1.7,-1.15,0.010374213,0.004482253
9-Nov-18,136.5,137.15,134.1,136.2,135.8017089,352386,2365,47854621,84667,24.03,3.05,-0.3,-0.00110011,-0.000478035
12-Nov-18,136,136.5,132.45,133.05,133.7490626,374424,2121,50078859,98631,26.34,4.05,-2.95,-0.023127753,-0.010162229
13-Nov-18,133.9,136.75,130,135.3,133.3242167,634443,3300,84586616,82436,12.99,6.75,1.4,0.016910936,0.007282918
14-Nov-18,136.95,137.3,132.5,133.7,134.7814744,459882,2988,61983574,77430,16.84,4.8,-3.25,-0.011825573,-0.005166389
15-Nov-18,133.05,136.35,131.95,135.55,134.2962208,651038,2942,87431943,182815,28.08,4.4,2.5,0.013836948,0.005968115
16-Nov-18,135.9,136.45,131.2,132.45,133.6829507,590659,3461,78961038,96591,16.35,5.25,-3.45,-0.02286979,-0.010047559
19-Nov-18,134,134.4,132.1,133.65,133.2402815,748930,3033,99787644,245577,32.79,2.3,-0.35,0.009060023,0.003917
20-Nov-18,132.5,134,130.2,131.2,131.6877886,811085,3454,106809990,351356,43.32,3.8,-1.3,-0.018331463,-0.008035128
21-Nov-18,131.15,137,131,136.4,134.7718372,660787,3339,89055478,152225,23.04,6,5.25,0.039634146,0.016880535
22-Nov-18,136.95,136.95,132.8,133.3,134.9659073,460421,2834,62141138,96087,20.87,4.15,-3.65,-0.022727273,-0.009984221
26-Nov-18,134.45,134.45,129.6,131.45,131.0496438,560573,2899,73462892,142274,25.38,4.85,-3,-0.01387847,-0.006069559
27-Nov-18,131.9,132.75,130.6,131.35,131.5555011,538737,2551,70873816,142453,26.44,2.15,-0.55,-0.000760746,-0.000330513
28-Nov-18,132.2,139.45,129.15,138.6,136.9877559,2001371,11232,274163322,582157,29.09,10.3,6.4,0.055196041,0.023333153
29-Nov-18,141.5,145.15,141.2,143.6,143.4790142,1273265,7838,182686807,317223,24.91,3.95,2.1,0.036075036,0.01539121
30-Nov-18,145.4,145.5,143.45,144.2,144.1936109,757917,3782,109286789,121555,16.04,2.05,-1.2,0.004178273,0.00181082
3-Dec-18,145.45,145.7,143.15,144.1,144.0392648,420376,2190,60550650,84842,20.18,2.55,-1.35,-0.000693481,-0.00030128
4-Dec-18,144.2,148,143.1,145.8,145.7290538,816269,5709,118954109,134987,16.54,4.9,1.6,0.011797363,0.005093543
5-Dec-18,145.95,146,143.1,144.1,144.0100329,327125,2614,47109282,78337,23.95,2.9,-1.85,-0.011659808,-0.005093543
6-Dec-18,142.9,144.8,138.3,139.1,141.9832193,782326,4647,111077164,113812,14.55,6.5,-3.8,-0.034698126,-0.015336851
7-Dec-18,140.9,140.9,135.65,138.95,138.3097617,1153309,5779,159513893,235825,20.45,5.25,-1.95,-0.001078361,-0.000468579
10-Dec-18,134,135.9,132.05,133.8,134.4010016,411148,2201,55258703,83827,20.39,3.85,-0.2,-0.037063692,-0.016402438
11-Dec-18,132,138.7,131.25,137.7,136.0227542,634564,3076,86315143,53942,8.5,7.45,5.7,0.029147982,0.012477827
12-Dec-18,139.35,144.6,138.2,144.15,142.7224588,470323,2749,67125655,87675,18.64,6.4,4.8,0.046840959,0.019880706
13-Dec-18,145,148.85,144.2,145.15,146.5343677,827069,3991,121194033,166420,20.12,4.65,0.15,0.006937218,0.003002393
14-Dec-18,145,148.35,143.6,146.8,146.7667367,402558,2107,59082124,79090,19.65,4.75,1.8,0.011367551,0.004909015
17-Dec-18,147.5,148,146.1,147.4,147.0964801,327228,1892,48134087,45009,13.75,1.9,-0.1,0.004087193,0.001771428
18-Dec-18,146.9,149.8,145.8,146.9,147.5166856,433188,2470,63902458,64646,14.92,4,0,-0.00339213,-0.001475688
19-Dec-18,147.6,156.5,147.6,155.6,153.165146,1586772,7744,243038165,409351,25.8,8.9,8,0.059223962,0.024987797
20-Dec-18,154.95,158,153.8,157.15,156.7434301,1065803,4991,167057618,223514,20.97,4.2,2.2,0.00996144,0.004304793
21-Dec-18,158.45,159.2,150.1,151.25,154.3074952,867747,4363,133899866,244587,28.19,9.1,-7.2,-0.037543748,-0.016619002
24-Dec-18,153.3,154.6,149.45,152.4,152.6216027,641984,3725,97980627,162401,25.3,5.15,-0.9,0.007603306,0.003289584
26-Dec-18,151.75,155.95,149.55,154.55,153.2081537,582680,3965,89271327,87555,15.03,6.4,2.8,0.014107612,0.006084042
27-Dec-18,156,156.9,152.85,154.2,155.415661,454505,4067,70637195,99392,21.87,4.05,-1.8,-0.002264639,-0.000984636
28-Dec-18,155,156,153.5,154.5,154.6832126,331279,2358,51243300,43523,13.14,2.5,-0.5,0.001945525,0.00084411
31-Dec-18,155.9,156.65,152.2,152.95,153.8001878,432466,2659,66513352,94678,21.89,4.45,-2.95,-0.010032362,-0.004379002
1-Jan-19,154.35,154.35,151.8,153.15,152.9955877,220522,1963,33738893,40903,18.55,2.55,-1.2,0.001307617,0.00056752
2-Jan-19,153.85,154.35,149.7,150.7,151.9407324,376884,3610,57264031,70071,18.59,4.65,-3.15,-0.015997388,-0.007003749
3-Jan-19,150.7,151.25,145,145.5,147.1231437,556878,5029,81929642,122667,22.03,6.25,-5.2,-0.03450564,-0.015250259
4-Jan-19,145.95,146.75,142.4,144.3,144.2254286,676334,7909,97544561,162769,24.07,4.35,-1.65,-0.008247423,-0.003596662
7-Jan-19,146,148.9,145.3,145.8,146.7280073,460233,2573,67529071,109551,23.8,3.6,-0.2,0.01039501,0.004491193
8-Jan-19,144,148.8,144,148.15,147.7209255,559915,2338,82711162,237485,42.41,4.8,4.15,0.01611797,0.006944132
9-Jan-19,149,150.1,142.7,144.75,145.3592537,754645,3811,109694634,126940,16.82,7.4,-4.25,-0.022949713,-0.010083083
10-Jan-19,144.95,146,143.4,144.45,144.509474,310377,2151,44852417,60860,19.61,2.6,-0.5,-0.002072539,-0.000901026
11-Jan-19,145.7,145.7,139.75,141.6,141.1410795,758622,3789,107072728,115720,15.25,5.95,-4.1,-0.01973001,-0.008654293
14-Jan-19,140.6,140.65,135.15,136.25,136.6151643,747402,5231,102106447,191911,25.68,5.5,-4.35,-0.037782486,-0.016726742
15-Jan-19,137.35,142,137,141,139.8716209,577220,2953,80736697,123727,21.43,5,3.65,0.034862385,0.014882602
16-Jan-19,142.2,144.2,141.3,141.95,142.5943017,411944,2326,58740867,84088,20.41,2.9,-0.25,0.006737589,0.002916284
17-Jan-19,142.15,144.15,140.35,141.45,142.1568202,555885,2523,79022844,69846,12.56,3.8,-0.7,-0.003522367,-0.001532445
18-Jan-19,142.35,142.35,138.5,140.6,140.0961762,365631,1871,51223505,59347,16.23,3.85,-1.75,-0.006009191,-0.002617631
21-Jan-19,140.95,141.8,137.65,140,139.8596047,1155338,4853,161585116,90436,7.83,4.15,-0.95,-0.004267425,-0.001857285
22-Jan-19,139.8,140.9,135.25,136.9,137.3922846,1771739,8271,243423269,161469,9.11,5.65,-2.9,-0.022142857,-0.009724588
23-Jan-19,137.95,138.35,135.7,136.55,136.6774063,393495,2354,53781876,61169,15.55,2.65,-1.4,-0.002556611,-0.001111744
24-Jan-19,137.7,138.05,135.8,137.45,136.9106376,396867,2017,54335314,72216,18.2,2.25,-0.25,0.006590992,0.00285304
25-Jan-19,138,138.6,132.8,134.5,135.9351706,724347,3455,98464233,132809,18.33,5.8,-3.5,-0.02146235,-0.00942246
28-Jan-19,134.5,134.85,124.55,128.1,127.9444845,1568751,15163,200713038,311629,19.86,10.3,-6.4,-0.047583643,-0.021173155
29-Jan-19,127.55,132.3,127.15,130.9,129.3375378,613952,2517,79407040,119589,19.48,5.15,3.35,0.021857923,0.009390517
30-Jan-19,132.6,133.2,129.3,132.5,131.4958689,547790,2613,72032122,84571,15.44,3.9,-0.1,0.012223071,0.005276232
31-Jan-19,134,134.45,128.35,131.45,130.4021418,475208,2606,61968141,105539,22.21,6.1,-2.55,-0.007924528,-0.003455288
1-Feb-19,130.1,134.7,128.2,130.25,131.3370362,777062,3701,102057020,111146,14.3,6.5,0.15,-0.009128946,-0.003982858
4-Feb-19,130.25,130.25,126.05,127.45,127.9046486,717137,3245,91725156,78646,10.97,4.2,-2.8,-0.021497121,-0.009437892
5-Feb-19,128,129.85,125.05,126.45,127.5003776,615727,2987,78505425,106789,17.34,4.8,-1.55,-0.007846214,-0.003421006
6-Feb-19,127,129.3,125.65,128.55,127.1309047,815838,2447,103718223,83400,10.22,3.65,1.55,0.016607355,0.007153247
7-Feb-19,129,137.05,128.2,135.45,133.5174598,771030,4521,102945967,164852,21.38,8.85,6.45,0.053675613,0.022706928
8-Feb-19,133,134.2,128.25,128.85,129.8962201,1053846,4296,136890612,128749,12.22,5.95,-4.15,-0.048726467,-0.021694586
11-Feb-19,128.85,128.85,123.8,125.6,125.5639648,623984,2864,78349905,96782,15.51,5.05,-3.25,-0.025223128,-0.011094783
12-Feb-19,125.5,128,124.85,125.6,126.4223346,258120,1625,32632133,55946,21.67,3.15,0.1,0,0
13-Feb-19,127.1,127.1,122.5,122.85,124.1485476,369868,2635,45918575,100338,27.13,4.6,-4.25,-0.021894904,-0.009614479
14-Feb-19,123,127.75,120.05,127.2,123.8034971,905997,6677,112165597,204029,22.52,7.7,4.2,0.035409035,0.01511195
15-Feb-19,125.5,127.75,123.1,125.75,125.0755911,573877,2825,71778005,70984,12.37,4.65,0.25,-0.011399371,-0.004979118
18-Feb-19,125,127.1,121.5,121.95,123.8722907,594350,6013,73623496,125957,21.19,5.6,-3.05,-0.030218688,-0.013326189
19-Feb-19,119.05,125.5,119.05,122.7,123.7376529,437268,2517,54106516,65713,15.03,6.45,3.65,0.006150062,0.002662758
20-Feb-19,124,124.5,122.7,124.25,123.7578256,266465,1655,32977129,49586,18.61,1.8,0.25,0.012632437,0.005451835
21-Feb-19,125,127.8,123.75,127.2,126.0782608,883213,5039,111353959,280450,31.75,4.05,2.2,0.023742455,0.010190714
22-Feb-19,127.95,128.95,125.7,126.45,127.2994982,489225,3681,62278097,101949,20.84,3.25,-1.5,-0.005896226,-0.002568278
25-Feb-19,127.8,127.95,125.3,126.45,126.4047913,361989,3794,45757144,117818,32.55,2.65,-1.35,0,0
26-Feb-19,124.9,126.05,121.75,124,124.2264936,565411,2834,70239026,89737,15.87,4.3,-0.9,-0.019375247,-0.008497149
27-Feb-19,124.8,127.15,122.7,124,124.8168089,599789,2809,74863749,82098,13.69,4.45,-0.8,0,0
28-Feb-19,124.3,125.8,123.35,124.3,124.0553703,372438,1976,46202934,70818,19.01,2.45,0,0.002419355,0.001049443
1-Mar-19,125,128.7,124.7,128,127.443043,555867,2699,70841382,137179,24.68,4,3,0.029766693,0.012738841
5-Mar-19,128,136.1,127.6,135.35,133.0615576,1059691,5071,141004135,218123,20.58,8.5,7.35,0.057421875,0.02424829
6-Mar-19,137,142.95,137,141.05,140.8511343,1027194,5206,144681440,221910,21.6,5.95,4.05,0.04211304,0.01791483
7-Mar-19,141.25,141.75,138.75,140.7,140.6350107,487554,2301,68567162,140214,28.76,3,-0.55,-0.00248139,-0.001078993
8-Mar-19,141.4,143.45,139.65,141.7,142.0926116,606468,3321,86174622,151279,24.94,3.8,0.3,0.007107321,0.003075753
11-Mar-19,142.4,145.9,141.95,144.6,144.4146802,458399,2823,66199545,136012,29.67,3.95,2.2,0.020465773,0.008798443
12-Mar-19,146.7,148.6,145.75,146.85,147.0592037,518312,3142,76222550,116933,22.56,2.85,0.15,0.015560166,0.006705658
13-Mar-19,147.85,147.85,144.4,145.1,145.8889855,417351,1989,60886914,98182,23.53,3.45,-2.75,-0.011916922,-0.005206538
14-Mar-19,145.1,146.55,143.05,143.45,144.1768974,1907360,2375,274997247,1531451,80.29,3.5,-1.65,-0.011371468,-0.00496686
15-Mar-19,144,148.8,143.95,146.55,147.1228185,668116,3622,98295109,162378,24.3,4.85,2.55,0.021610317,0.00928527
18-Mar-19,147.95,150.2,146.55,148.7,149.1805754,647065,3857,96529529,172234,26.62,3.65,0.75,0.014670761,0.006325146
19-Mar-19,149.9,149.9,145.8,146.8,147.5525975,276724,1415,40831345,66925,24.18,4.1,-3.1,-0.012777404,-0.005584913
20-Mar-19,146.8,147.6,143.95,145.5,145.5656378,399229,1960,58114024,62012,15.53,3.65,-1.3,-0.008855586,-0.003863062
22-Mar-19,145.6,148.7,145.15,145.95,146.77141,524113,2383,76924804,149160,28.46,3.55,0.35,0.003092784,0.001341106
25-Mar-19,145.4,145.4,142.65,144,143.9258549,299116,1570,43050526,61989,20.72,2.75,-1.4,-0.01336074,-0.005841607
26-Mar-19,144.65,148.45,144.5,147.6,147.0389699,410958,2003,60426841,81153,19.75,3.95,2.95,0.025,0.010723865
27-Mar-19,149,152.9,148.05,151.5,150.7199463,942412,5030,142040286,234543,24.89,4.85,2.5,0.026422764,0.011326275
28-Mar-19,155,155.45,151.7,153.5,153.3798227,1246487,6681,191185955,264305,21.2,3.75,-1.5,0.01320132,0.005695747
29-Mar-19,153.3,153.3,150.55,152.45,152.0016798,506023,2887,76916346,82100,16.22,2.75,-0.85,-0.006840391,-0.002980951
1-Apr-19,153,154.65,151.3,152.2,153.061185,395783,2294,60579015,91536,23.13,3.35,-0.8,-0.001639882,-0.000712776
2-Apr-19,152.2,153.05,149.6,150.75,151.3038878,346164,1692,52375959,45582,13.17,3.45,-1.45,-0.009526938,-0.004157332
3-Apr-19,152,155.85,151.75,152.3,153.8911262,719117,4358,110665725,139389,19.38,4.1,0.3,0.010281924,0.004442583
4-Apr-19,152.9,152.9,148.2,149.5,150.6706292,476797,2354,71839304,126831,26.6,4.7,-3.4,-0.018384767,-0.008058711
5-Apr-19,150,152.4,148.7,152,150.6238529,496561,2333,74793931,83107,16.74,3.7,2,0.016722408,0.007202395
8-Apr-19,152.55,153.1,147.65,148.7,149.9569275,460387,2106,69038220,84326,18.32,5.45,-3.85,-0.021710526,-0.009532619
